Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
40710,Marketing,Female,53,Technician,2019-01-26 08:03:05.556036,5,Bachelor,1,3850.0,38,17,8,13,100,18,12,1,2.67,False
40711,Legal,Female,49,Engineer,2016-12-19 08:03:05.556036,7,Bachelor,2,7200.0,59,26,14,2,0,17,45,1,1.12,False
40712,Customer Support,Male,46,Analyst,2021-03-11 08:03:05.556036,3,Master,4,5600.0,60,30,4,13,50,9,99,1,3.35,True
40713,IT,Other,27,Technician,2016-10-01 08:03:05.556036,7,Bachelor,4,4900.0,57,29,3,0,50,2,90,0,1.87,False
40714,HR,Male,36,Engineer,2016-06-15 08:03:05.556036,8,Master,5,9000.0,30,31,7,1,50,16,13,2,3.83,False
40715,Engineering,Male,53,Analyst,2020-12-17 08:03:05.556036,3,High School,3,5200.0,50,7,11,1,25,10,3,1,5.0,False
40716,Operations,Male,57,Technician,2017-02-02 08:03:05.556036,7,Bachelor,1,3850.0,32,27,27,4,75,18,53,2,4.77,True
40717,Engineering,Male,38,Analyst,2018-09-13 08:03:05.556036,5,High School,1,4400.0,60,25,13,3,100,5,27,1,1.3,False
40718,Sales,Male,44,Manager,2020-02-26 08:03:05.556036,4,Bachelor,1,6600.0,60,20,7,12,0,8,39,2,4.64,False
40719,Legal,Male,27,Specialist,2018-09-25 08:03:05.556036,5,Master,4,6300.0,50,32,27,1,0,13,5,2,4.09,False
40720,Finance,Other,26,Analyst,2014-10-28 08:03:05.556036,9,Bachelor,2,4800.0,33,21,21,10,100,19,92,0,3.9,False
40721,IT,Female,39,Consultant,2021-07-17 08:03:05.556036,3,Bachelor,3,7150.0,55,30,8,14,75,17,73,2,4.27,False
40722,Sales,Female,34,Specialist,2016-09-22 08:03:05.556036,7,Bachelor,5,6750.0,60,41,16,10,75,1,62,1,4.05,False
40723,IT,Male,51,Analyst,2020-11-18 08:03:05.556036,3,Master,3,5200.0,45,19,25,13,50,11,96,1,3.62,False
40724,Operations,Male,32,Specialist,2019-05-10 08:03:05.556036,5,Bachelor,5,6750.0,58,9,10,12,100,5,69,2,3.84,False
40725,HR,Female,52,Manager,2017-04-17 08:03:05.556036,7,Master,4,8400.0,31,46,4,2,25,4,66,2,2.53,False
40726,Marketing,Male,43,Developer,2018-11-16 08:03:05.556036,5,Master,3,6500.0,60,11,23,13,25,13,90,1,2.9,False
40727,IT,Female,60,Consultant,2021-04-20 08:03:05.556036,3,Bachelor,1,6050.0,59,1,10,3,25,12,27,0,1.15,False
40728,Finance,Male,39,Specialist,2021-07-19 08:03:05.556036,3,High School,1,4950.0,34,33,8,4,50,5,57,2,4.53,False
40729,IT,Female,57,Technician,2017-05-14 08:03:05.556036,7,Bachelor,2,4200.0,56,3,28,8,75,10,31,0,4.74,False
40730,IT,Male,52,Technician,2021-01-21 08:03:05.556036,3,Bachelor,2,4200.0,49,34,22,3,75,7,27,0,4.48,False
40731,Sales,Male,32,Technician,2016-02-10 08:03:05.556036,8,PhD,4,4900.0,35,30,13,2,0,7,15,1,3.32,False
40732,Legal,Male,41,Technician,2023-07-23 08:03:05.556036,1,High School,4,4900.0,57,4,9,5,0,14,96,0,4.81,False
40733,Marketing,Female,49,Consultant,2020-10-01 08:03:05.556036,3,Bachelor,2,6600.0,38,25,7,12,75,6,48,1,1.85,False
40734,Marketing,Female,30,Specialist,2019-01-17 08:03:05.556036,5,Bachelor,4,6300.0,42,2,16,7,100,1,95,0,4.48,False
40735,Operations,Female,47,Manager,2023-06-20 08:03:05.556036,1,High School,3,7800.0,41,2,23,12,75,9,56,0,4.81,False
40736,Operations,Male,37,Developer,2023-10-18 08:03:05.556036,0,Bachelor,1,5500.0,35,29,27,5,0,1,79,0,4.03,False
40737,Marketing,Male,22,Specialist,2016-06-28 08:03:05.556036,8,Bachelor,3,5850.0,45,37,9,13,50,7,50,1,3.62,False
40738,Sales,Female,50,Specialist,2019-11-05 08:03:05.556036,4,Bachelor,4,6300.0,30,9,21,8,0,12,37,2,4.28,False
40739,IT,Male,43,Manager,2021-02-16 08:03:05.556036,3,Bachelor,5,9000.0,43,48,7,13,75,11,60,0,2.25,False
40740,Operations,Female,26,Analyst,2014-09-07 08:03:05.556036,10,Master,5,6000.0,47,38,26,11,25,12,7,2,4.95,False
40741,Operations,Male,54,Consultant,2024-05-30 08:03:05.556036,0,High School,4,7700.0,56,11,15,11,0,11,47,0,3.13,False
40742,Engineering,Male,42,Analyst,2016-10-13 08:03:05.556036,7,Bachelor,3,5200.0,36,12,29,0,25,5,96,0,4.16,False
40743,Finance,Female,27,Specialist,2020-07-01 08:03:05.556036,4,Bachelor,5,6750.0,36,2,28,9,0,7,73,1,3.95,False
40744,Marketing,Female,49,Engineer,2022-07-06 08:03:05.556036,2,Bachelor,5,9000.0,50,13,4,1,25,5,43,1,2.81,False
40745,Customer Support,Female,59,Analyst,2024-08-27 08:03:05.556036,0,Bachelor,4,5600.0,43,16,29,8,100,5,94,0,1.42,False
40746,Customer Support,Male,22,Manager,2018-05-29 08:03:05.556036,6,High School,2,7200.0,38,35,7,5,100,16,74,0,3.31,False
40747,Customer Support,Female,49,Consultant,2023-07-05 08:03:05.556036,1,Bachelor,5,8250.0,48,18,6,2,25,6,86,1,2.28,False
40748,HR,Male,58,Engineer,2021-07-02 08:03:05.556036,3,Master,3,7800.0,30,14,19,2,75,17,71,2,1.96,False
40749,Operations,Male,29,Developer,2019-08-01 08:03:05.556036,5,Bachelor,5,7500.0,55,43,6,12,50,15,80,1,3.79,False
40750,Sales,Male,40,Specialist,2021-09-20 08:03:05.556036,2,High School,4,6300.0,32,16,5,11,50,2,53,0,1.67,False
40751,Sales,Female,49,Analyst,2019-02-13 08:03:05.556036,5,Bachelor,5,6000.0,30,48,10,8,25,18,34,2,4.83,False
40752,IT,Male,47,Manager,2018-03-08 08:03:05.556036,6,High School,1,6600.0,42,21,1,14,25,8,77,1,1.91,False
40753,Finance,Female,35,Engineer,2022-12-22 08:03:05.556036,1,Bachelor,1,6600.0,32,15,12,6,75,12,94,2,4.73,False
40754,Marketing,Female,35,Analyst,2016-04-04 08:03:05.556036,8,Bachelor,5,6000.0,43,7,26,13,25,13,39,2,2.34,False
40755,Finance,Female,43,Developer,2020-07-04 08:03:05.556036,4,High School,5,7500.0,45,13,4,9,75,17,58,1,2.15,False
40756,HR,Female,42,Analyst,2020-01-07 08:03:05.556036,4,Bachelor,4,5600.0,46,41,11,0,0,6,13,0,2.38,False
40757,Finance,Female,55,Manager,2018-06-28 08:03:05.556036,6,Bachelor,4,8400.0,47,18,29,4,100,19,70,0,1.7,False
40758,Engineering,Male,55,Engineer,2023-03-13 08:03:05.556036,1,High School,3,7800.0,56,18,22,1,25,18,86,0,3.46,False
40759,Marketing,Male,30,Manager,2016-08-12 08:03:05.556036,8,Master,2,7200.0,30,30,10,11,0,11,67,2,3.47,True
40760,Finance,Female,58,Developer,2020-11-14 08:03:05.556036,3,PhD,4,7000.0,55,27,4,2,50,2,71,2,2.32,False
40761,IT,Male,32,Developer,2022-03-11 08:03:05.556036,2,PhD,1,5500.0,43,0,17,6,0,12,45,0,3.51,False
40762,Operations,Female,42,Technician,2021-03-21 08:03:05.556036,3,High School,2,4200.0,47,30,26,14,25,2,0,0,1.76,False
40763,Marketing,Male,50,Analyst,2018-07-28 08:03:05.556036,6,High School,3,5200.0,35,6,2,13,100,1,28,2,2.19,False
40764,Legal,Female,40,Technician,2021-05-21 08:03:05.556036,3,Bachelor,3,4550.0,42,3,1,2,0,16,36,0,1.8,False
40765,Sales,Female,54,Technician,2016-03-27 08:03:05.556036,8,High School,4,4900.0,55,49,8,10,0,15,8,1,1.73,False
40766,Customer Support,Male,40,Manager,2016-11-05 08:03:05.556036,7,Bachelor,3,7800.0,42,38,11,9,0,4,96,2,4.7,False
40767,Engineering,Female,46,Engineer,2023-11-24 08:03:05.556036,0,High School,5,9000.0,42,22,21,10,0,2,3,1,2.9,False
40768,HR,Male,53,Technician,2018-01-03 08:03:05.556036,6,Master,5,5250.0,32,6,18,4,0,12,85,2,2.07,False
40769,Operations,Male,48,Technician,2018-02-08 08:03:05.556036,6,Bachelor,5,5250.0,43,24,11,11,0,2,88,0,4.81,False
40770,Customer Support,Female,36,Engineer,2023-04-14 08:03:05.556036,1,Bachelor,5,9000.0,60,41,9,6,100,4,67,2,2.34,False
40771,Operations,Other,23,Manager,2016-09-01 08:03:05.556036,8,Master,5,9000.0,51,7,19,0,25,18,97,1,3.49,False
40772,Legal,Male,29,Specialist,2021-03-10 08:03:05.556036,3,High School,5,6750.0,58,40,6,12,75,6,25,2,2.44,False
40773,Engineering,Female,33,Developer,2023-02-09 08:03:05.556036,1,Master,2,6000.0,59,42,10,11,75,9,44,2,4.48,False
40774,Sales,Male,41,Developer,2021-09-29 08:03:05.556036,2,Bachelor,2,6000.0,31,11,21,11,100,16,34,2,1.7,True
40775,IT,Female,46,Developer,2018-03-21 08:03:05.556036,6,Bachelor,1,5500.0,46,27,6,5,50,6,9,2,3.3,False
40776,Sales,Male,42,Specialist,2018-04-13 08:03:05.556036,6,High School,5,6750.0,35,10,24,5,0,7,72,1,4.41,False
40777,Engineering,Male,29,Developer,2015-06-07 08:03:05.556036,9,Bachelor,3,6500.0,37,31,4,6,100,2,32,1,1.67,False
40778,Legal,Female,28,Engineer,2023-01-10 08:03:05.556036,1,PhD,4,8400.0,39,6,21,5,75,10,0,1,3.35,False
40779,Customer Support,Male,40,Consultant,2015-04-30 08:03:05.556036,9,High School,1,6050.0,36,42,22,2,100,5,96,1,1.82,False
40780,HR,Male,58,Developer,2019-10-13 08:03:05.556036,4,Bachelor,2,6000.0,44,40,28,3,75,9,17,0,2.03,False
40781,Marketing,Other,39,Developer,2015-01-06 08:03:05.556036,9,Bachelor,1,5500.0,37,32,27,13,100,14,16,0,1.92,False
40782,IT,Female,44,Technician,2015-07-21 08:03:05.556036,9,PhD,3,4550.0,53,19,17,12,100,11,17,1,2.11,False
40783,Finance,Female,55,Manager,2023-01-01 08:03:05.556036,1,Bachelor,4,8400.0,34,12,19,13,75,10,81,0,4.13,False
40784,Marketing,Female,48,Technician,2023-05-05 08:03:05.556036,1,High School,3,4550.0,59,11,28,10,50,15,41,0,1.74,False
40785,IT,Male,27,Specialist,2021-11-12 08:03:05.556036,2,High School,3,5850.0,50,27,20,6,100,13,10,0,1.33,False
40786,HR,Male,43,Developer,2021-06-26 08:03:05.556036,3,High School,1,5500.0,57,7,20,13,25,1,12,1,4.95,False
40787,Operations,Male,57,Consultant,2018-02-01 08:03:05.556036,6,Bachelor,5,8250.0,45,4,6,4,75,13,90,0,1.05,False
40788,Legal,Female,45,Developer,2020-12-10 08:03:05.556036,3,Master,2,6000.0,41,46,10,7,100,10,17,2,2.4,False
40789,HR,Female,43,Engineer,2015-06-17 08:03:05.556036,9,Bachelor,5,9000.0,43,8,14,7,100,10,58,1,2.26,False
40790,Marketing,Male,37,Specialist,2019-04-18 08:03:05.556036,5,Bachelor,5,6750.0,42,21,7,1,100,5,30,1,1.27,False
40791,Finance,Male,42,Analyst,2016-03-14 08:03:05.556036,8,High School,5,6000.0,45,10,6,13,75,18,94,2,1.21,False
40792,Legal,Female,24,Technician,2018-05-30 08:03:05.556036,6,High School,4,4900.0,37,29,0,9,100,12,94,2,1.2,False
40793,Customer Support,Female,51,Analyst,2014-10-31 08:03:05.556036,9,Bachelor,3,5200.0,30,39,26,13,100,6,9,0,1.64,False
40794,Customer Support,Male,56,Consultant,2020-02-14 08:03:05.556036,4,Bachelor,1,6050.0,32,44,8,14,50,11,79,2,3.37,False
40795,Marketing,Male,29,Technician,2015-12-01 08:03:05.556036,8,High School,1,3850.0,40,32,29,5,25,14,99,2,3.57,False
40796,Marketing,Male,49,Technician,2023-10-11 08:03:05.556036,0,Master,1,3850.0,43,28,13,14,0,1,28,1,2.9,False
40797,Customer Support,Female,47,Analyst,2016-06-04 08:03:05.556036,8,Master,1,4400.0,57,32,2,12,25,5,45,1,4.37,False
40798,Marketing,Male,27,Technician,2022-04-20 08:03:05.556036,2,Bachelor,4,4900.0,40,43,4,7,75,5,50,0,3.04,False
40799,Sales,Male,22,Analyst,2021-11-13 08:03:05.556036,2,High School,3,5200.0,48,29,2,6,25,11,84,1,4.73,False
40800,Marketing,Male,31,Specialist,2020-01-27 08:03:05.556036,4,High School,3,5850.0,36,7,20,6,75,19,69,2,3.12,False
40801,IT,Male,34,Consultant,2018-09-22 08:03:05.556036,5,High School,4,7700.0,54,14,7,10,25,11,24,0,2.24,False
40802,Finance,Male,51,Analyst,2022-03-14 08:03:05.556036,2,Bachelor,5,6000.0,38,37,29,8,100,19,52,2,2.12,False
40803,Sales,Female,57,Technician,2016-10-17 08:03:05.556036,7,High School,5,5250.0,50,19,4,0,0,6,31,0,1.7,False
40804,Customer Support,Female,40,Analyst,2016-12-22 08:03:05.556036,7,High School,5,6000.0,55,2,7,9,100,11,36,0,4.56,False
40805,Marketing,Female,43,Engineer,2020-12-21 08:03:05.556036,3,Bachelor,2,7200.0,51,48,27,13,100,4,96,2,1.35,False
40806,Operations,Male,23,Engineer,2024-07-01 08:03:05.556036,0,Bachelor,1,6600.0,52,24,26,11,0,4,14,0,2.38,False
40807,Marketing,Male,32,Analyst,2019-03-15 08:03:05.556036,5,Bachelor,4,5600.0,48,3,23,5,50,16,82,0,2.89,False
40808,HR,Male,24,Engineer,2016-03-21 08:03:05.556036,8,High School,2,7200.0,57,5,29,14,100,12,69,0,3.33,False
40809,Customer Support,Female,44,Technician,2015-10-22 08:03:05.556036,8,Bachelor,1,3850.0,34,48,19,2,25,13,73,0,4.83,False
40810,Sales,Male,60,Developer,2022-12-02 08:03:05.556036,1,Bachelor,3,6500.0,58,9,17,12,100,14,32,0,1.53,False
40811,Marketing,Female,48,Manager,2017-01-20 08:03:05.556036,7,Bachelor,2,7200.0,42,46,6,2,100,13,49,1,3.24,False
40812,Finance,Male,35,Consultant,2016-07-29 08:03:05.556036,8,High School,5,8250.0,51,14,0,8,75,18,81,1,2.71,False
40813,Legal,Female,55,Technician,2021-04-11 08:03:05.556036,3,Bachelor,1,3850.0,44,4,17,7,0,3,96,1,3.44,False
40814,HR,Female,39,Technician,2017-06-25 08:03:05.556036,7,High School,5,5250.0,51,25,1,9,50,1,90,1,4.05,False
40815,Marketing,Male,59,Technician,2018-08-04 08:03:05.556036,6,High School,1,3850.0,43,1,12,7,25,12,19,0,1.81,False
40816,Customer Support,Female,49,Manager,2016-03-15 08:03:05.556036,8,Bachelor,3,7800.0,37,45,20,9,75,14,2,2,4.7,False
40817,Operations,Male,50,Specialist,2020-08-02 08:03:05.556036,4,Bachelor,1,4950.0,34,33,23,13,50,6,86,2,2.57,False
40818,Marketing,Female,36,Developer,2017-07-19 08:03:05.556036,7,High School,4,7000.0,35,29,18,12,75,9,87,2,3.63,False
40819,Sales,Female,28,Specialist,2023-08-08 08:03:05.556036,1,High School,5,6750.0,56,2,5,9,25,17,80,0,4.41,False
40820,Operations,Female,58,Engineer,2020-12-30 08:03:05.556036,3,Bachelor,3,7800.0,40,11,6,3,50,15,39,0,2.13,True
40821,Engineering,Male,55,Engineer,2021-10-25 08:03:05.556036,2,Bachelor,5,9000.0,30,17,3,2,0,10,76,2,4.23,True
40822,Finance,Female,52,Analyst,2023-01-15 08:03:05.556036,1,Bachelor,4,5600.0,31,1,18,6,75,4,84,2,3.6,False
40823,Customer Support,Female,34,Technician,2017-10-07 08:03:05.556036,6,Bachelor,2,4200.0,39,11,13,4,75,1,82,2,2.25,False
40824,Marketing,Male,40,Specialist,2021-12-05 08:03:05.556036,2,Master,2,5400.0,60,39,16,9,50,10,36,1,1.57,False
40825,Marketing,Female,37,Technician,2016-04-25 08:03:05.556036,8,Bachelor,4,4900.0,42,10,26,5,0,5,32,1,2.07,False
40826,Sales,Male,31,Technician,2017-06-02 08:03:05.556036,7,Bachelor,1,3850.0,60,39,28,3,75,18,21,2,1.91,False
40827,Operations,Male,59,Specialist,2018-01-30 08:03:05.556036,6,High School,3,5850.0,54,14,2,4,100,1,40,0,2.15,False
40828,Legal,Male,29,Engineer,2019-10-20 08:03:05.556036,4,Master,2,7200.0,30,24,28,1,50,18,78,0,3.81,False
40829,Customer Support,Male,42,Manager,2023-10-17 08:03:05.556036,0,High School,5,9000.0,56,24,1,8,75,19,50,1,2.21,False
40830,Customer Support,Female,24,Manager,2023-08-13 08:03:05.556036,1,Bachelor,2,7200.0,59,14,24,7,50,1,71,0,4.43,True
40831,Customer Support,Other,41,Developer,2016-07-03 08:03:05.556036,8,Bachelor,2,6000.0,43,40,26,14,50,10,14,0,3.14,False
40832,Engineering,Female,57,Manager,2016-02-13 08:03:05.556036,8,Bachelor,5,9000.0,42,41,10,13,75,5,42,1,2.09,False
40833,Engineering,Female,58,Manager,2022-11-02 08:03:05.556036,1,High School,3,7800.0,32,5,8,3,75,17,0,2,2.1,False
40834,Sales,Female,57,Manager,2017-04-13 08:03:05.556036,7,High School,2,7200.0,51,12,17,10,75,17,60,1,4.19,False
40835,Operations,Male,50,Technician,2023-10-11 08:03:05.556036,0,Bachelor,4,4900.0,41,10,10,12,0,18,27,2,2.37,False
40836,IT,Male,36,Technician,2015-12-25 08:03:05.556036,8,High School,3,4550.0,31,0,14,1,50,6,16,1,2.04,False
40837,Operations,Male,56,Developer,2019-03-18 08:03:05.556036,5,Bachelor,2,6000.0,38,31,29,10,100,3,28,2,1.17,False
40838,Operations,Female,28,Manager,2022-03-26 08:03:05.556036,2,Bachelor,5,9000.0,31,27,29,12,100,7,44,0,4.09,False
40839,HR,Female,29,Technician,2015-09-11 08:03:05.556036,8,Master,2,4200.0,60,29,6,0,0,11,22,2,1.67,False
40840,HR,Male,53,Specialist,2015-05-31 08:03:05.556036,9,Bachelor,5,6750.0,45,11,5,6,100,14,15,1,3.33,False
40841,Customer Support,Male,28,Developer,2023-07-15 08:03:05.556036,1,Master,5,7500.0,37,30,7,8,0,3,91,0,4.78,True
40842,HR,Male,33,Developer,2016-05-17 08:03:05.556036,8,High School,5,7500.0,35,39,24,2,0,17,1,0,4.82,False
40843,Sales,Male,52,Manager,2023-02-14 08:03:05.556036,1,High School,4,8400.0,38,1,15,8,50,9,89,0,4.12,False
40844,IT,Male,44,Technician,2018-09-18 08:03:05.556036,5,PhD,1,3850.0,59,28,15,9,0,15,14,0,2.18,False
40845,Sales,Male,35,Engineer,2015-06-21 08:03:05.556036,9,Bachelor,5,9000.0,35,13,2,12,50,4,50,2,2.58,False
40846,Operations,Male,34,Engineer,2022-08-10 08:03:05.556036,2,High School,2,7200.0,45,3,14,4,75,7,52,1,3.78,False
40847,HR,Female,35,Specialist,2023-09-24 08:03:05.556036,0,Master,1,4950.0,60,20,28,10,25,1,89,2,2.0,False
40848,HR,Male,59,Analyst,2021-01-19 08:03:05.556036,3,High School,4,5600.0,34,19,13,11,75,18,61,1,4.03,False
40849,Marketing,Female,48,Consultant,2017-12-25 08:03:05.556036,6,Master,1,6050.0,37,10,12,13,0,18,30,1,1.61,False
40850,Legal,Male,48,Analyst,2017-07-31 08:03:05.556036,7,Bachelor,1,4400.0,36,41,19,2,100,19,40,1,4.33,False
40851,Sales,Male,22,Specialist,2021-07-16 08:03:05.556036,3,Bachelor,4,6300.0,46,42,5,9,0,4,17,0,4.87,False
40852,Engineering,Female,45,Consultant,2019-06-24 08:03:05.556036,5,High School,1,6050.0,54,33,1,3,0,9,55,1,1.76,False
40853,Legal,Female,54,Engineer,2018-08-17 08:03:05.556036,6,Bachelor,1,6600.0,39,39,11,11,25,14,81,0,2.72,False
40854,Marketing,Female,47,Manager,2017-09-03 08:03:05.556036,7,High School,5,9000.0,36,31,24,1,0,3,1,1,2.51,False
40855,HR,Female,28,Engineer,2015-05-16 08:03:05.556036,9,Master,5,9000.0,54,25,1,0,25,12,61,1,4.96,False
40856,HR,Female,45,Specialist,2015-06-04 08:03:05.556036,9,Master,5,6750.0,52,39,1,9,25,19,62,1,4.5,False
40857,Engineering,Male,29,Specialist,2020-10-10 08:03:05.556036,3,Bachelor,4,6300.0,32,36,11,4,0,16,96,0,3.25,False
40858,Finance,Female,22,Specialist,2017-04-25 08:03:05.556036,7,High School,1,4950.0,58,15,8,1,75,7,11,0,2.39,False
40859,IT,Female,60,Specialist,2016-02-01 08:03:05.556036,8,PhD,1,4950.0,32,11,6,0,0,10,14,2,4.2,False
40860,Operations,Female,57,Technician,2023-02-04 08:03:05.556036,1,High School,4,4900.0,51,38,26,3,50,5,38,0,3.39,False
40861,Legal,Female,30,Engineer,2017-09-14 08:03:05.556036,6,PhD,4,8400.0,42,5,0,1,100,9,94,1,1.27,False
40862,Operations,Female,36,Technician,2019-06-14 08:03:05.556036,5,Bachelor,1,3850.0,60,13,14,9,0,14,14,0,4.36,False
40863,Engineering,Female,34,Consultant,2019-03-29 08:03:05.556036,5,High School,5,8250.0,43,0,18,4,25,8,97,1,2.26,False
40864,Finance,Female,35,Developer,2020-07-26 08:03:05.556036,4,Bachelor,5,7500.0,56,3,16,4,0,1,7,2,4.85,False
40865,Engineering,Female,33,Manager,2022-11-24 08:03:05.556036,1,Master,3,7800.0,60,42,3,13,0,2,58,0,1.41,False
40866,Engineering,Other,58,Specialist,2016-10-15 08:03:05.556036,7,Bachelor,3,5850.0,51,5,9,4,25,18,8,2,4.52,False
40867,Sales,Male,37,Technician,2021-05-02 08:03:05.556036,3,High School,1,3850.0,39,26,20,6,25,10,6,1,2.33,False
40868,Customer Support,Male,27,Developer,2017-01-28 08:03:05.556036,7,Bachelor,2,6000.0,47,24,8,3,0,15,34,2,2.67,False
40869,IT,Male,58,Technician,2021-04-18 08:03:05.556036,3,High School,4,4900.0,60,13,11,8,0,5,25,2,2.72,False
40870,Operations,Other,46,Engineer,2019-08-27 08:03:05.556036,5,Bachelor,1,6600.0,56,26,13,3,75,14,64,0,3.44,True
40871,Sales,Female,54,Analyst,2023-11-08 08:03:05.556036,0,Bachelor,3,5200.0,34,21,18,7,100,16,58,2,2.49,False
40872,Engineering,Male,58,Consultant,2018-03-27 08:03:05.556036,6,Bachelor,4,7700.0,32,33,6,7,0,18,97,1,3.17,False
40873,Operations,Male,58,Manager,2022-03-30 08:03:05.556036,2,Bachelor,3,7800.0,42,33,19,10,25,4,65,1,2.83,False
40874,IT,Female,40,Analyst,2021-01-16 08:03:05.556036,3,Bachelor,4,5600.0,33,41,18,3,100,17,26,2,3.11,False
40875,IT,Male,45,Consultant,2015-03-15 08:03:05.556036,9,Bachelor,1,6050.0,54,33,21,2,25,4,93,1,4.22,False
40876,Operations,Female,57,Specialist,2020-04-12 08:03:05.556036,4,High School,4,6300.0,54,11,24,10,100,15,82,1,1.7,False
40877,Engineering,Other,27,Specialist,2023-07-13 08:03:05.556036,1,Bachelor,2,5400.0,45,15,2,6,25,4,97,0,4.4,False
40878,Operations,Male,32,Specialist,2015-02-15 08:03:05.556036,9,Bachelor,4,6300.0,34,33,6,0,25,14,43,2,1.74,False
40879,Operations,Male,31,Engineer,2017-06-14 08:03:05.556036,7,Bachelor,5,9000.0,30,14,9,3,0,16,94,1,4.6,False
40880,Customer Support,Male,30,Technician,2017-10-27 08:03:05.556036,6,Bachelor,5,5250.0,33,2,13,10,100,11,7,0,1.88,False
40881,IT,Female,38,Analyst,2020-11-24 08:03:05.556036,3,High School,1,4400.0,57,47,11,14,50,11,97,2,3.14,True
40882,Engineering,Female,34,Developer,2014-12-07 08:03:05.556036,9,Bachelor,4,7000.0,43,34,12,14,0,3,55,1,2.21,False
40883,Finance,Male,24,Specialist,2017-05-07 08:03:05.556036,7,Bachelor,3,5850.0,54,19,4,3,0,16,45,0,2.51,False
40884,Sales,Female,47,Consultant,2016-06-29 08:03:05.556036,8,Bachelor,1,6050.0,31,15,21,4,100,4,6,0,1.93,False
40885,Engineering,Male,44,Engineer,2018-06-30 08:03:05.556036,6,Bachelor,2,7200.0,33,12,2,4,75,3,53,0,3.93,False
40886,Operations,Male,31,Engineer,2017-10-07 08:03:05.556036,6,Bachelor,1,6600.0,30,7,24,2,25,18,25,2,1.92,False
40887,Customer Support,Female,35,Technician,2016-10-20 08:03:05.556036,7,High School,1,3850.0,35,16,11,1,50,10,28,0,3.12,False
40888,Customer Support,Female,22,Specialist,2020-05-10 08:03:05.556036,4,Bachelor,4,6300.0,57,19,4,8,75,8,50,1,1.06,False
40889,Operations,Female,54,Developer,2018-09-16 08:03:05.556036,5,High School,2,6000.0,59,23,26,8,0,5,46,0,1.05,False
40890,Legal,Female,25,Analyst,2016-08-31 08:03:05.556036,8,High School,4,5600.0,58,49,28,0,100,9,19,2,3.48,False
40891,Sales,Male,41,Engineer,2019-07-15 08:03:05.556036,5,High School,5,9000.0,37,1,5,10,75,16,56,2,3.61,False
40892,Customer Support,Male,48,Engineer,2014-10-10 08:03:05.556036,9,Bachelor,2,7200.0,58,17,3,10,100,12,86,1,1.01,False
40893,HR,Female,37,Manager,2020-06-04 08:03:05.556036,4,PhD,2,7200.0,53,4,19,6,50,16,81,1,3.04,False
40894,Legal,Male,55,Engineer,2017-06-28 08:03:05.556036,7,Bachelor,5,9000.0,50,7,17,12,75,1,55,0,3.18,False
40895,Operations,Female,29,Engineer,2022-11-19 08:03:05.556036,1,High School,3,7800.0,59,35,24,10,100,5,78,0,1.5,False
40896,Customer Support,Female,48,Consultant,2018-08-14 08:03:05.556036,6,Bachelor,3,7150.0,38,37,21,13,75,3,37,2,3.57,False
40897,Sales,Female,50,Manager,2022-09-01 08:03:05.556036,2,Bachelor,5,9000.0,43,43,18,3,100,11,20,0,3.95,False
40898,Operations,Female,42,Manager,2018-03-28 08:03:05.556036,6,Bachelor,4,8400.0,42,26,2,2,100,15,48,1,4.25,False
40899,Engineering,Female,51,Consultant,2015-10-07 08:03:05.556036,8,Bachelor,1,6050.0,44,13,28,8,75,16,94,2,2.69,False
40900,IT,Female,50,Specialist,2024-01-03 08:03:05.556036,0,Bachelor,2,5400.0,39,23,27,12,100,3,8,2,3.09,False
40901,Marketing,Female,59,Manager,2022-05-16 08:03:05.556036,2,Bachelor,3,7800.0,34,20,1,4,100,6,13,2,2.42,False
40902,Engineering,Male,43,Manager,2016-11-13 08:03:05.556036,7,Bachelor,5,9000.0,38,17,2,10,50,6,20,0,3.93,False
40903,Finance,Female,51,Developer,2023-08-04 08:03:05.556036,1,Bachelor,1,5500.0,46,5,17,3,0,7,34,0,2.06,False
40904,IT,Male,30,Specialist,2022-09-22 08:03:05.556036,1,High School,4,6300.0,52,4,7,0,100,5,23,0,3.25,False
40905,HR,Other,56,Manager,2020-06-27 08:03:05.556036,4,Bachelor,5,9000.0,45,11,5,7,100,16,4,2,4.28,False
40906,Legal,Female,47,Manager,2020-07-24 08:03:05.556036,4,Bachelor,4,8400.0,30,11,24,3,75,4,79,1,2.65,False
40907,Legal,Female,58,Developer,2021-04-26 08:03:05.556036,3,Master,3,6500.0,32,47,29,7,100,11,85,2,2.89,False
40908,Legal,Male,55,Manager,2021-04-05 08:03:05.556036,3,Master,4,8400.0,58,25,22,10,0,15,80,2,3.24,False
40909,Sales,Other,40,Developer,2022-03-01 08:03:05.556036,2,Bachelor,4,7000.0,35,36,1,1,100,8,99,1,3.54,False
40910,Customer Support,Male,49,Manager,2020-07-29 08:03:05.556036,4,Bachelor,2,7200.0,43,16,5,6,75,19,93,1,3.97,False
40911,Operations,Female,57,Technician,2018-06-12 08:03:05.556036,6,High School,3,4550.0,34,7,1,1,100,1,47,1,1.5,False
